Date,Min. HR (daily),Max. HR (daily),Avg. HR (daily),Number of samples (daily),Avg. day HR,Max. HR (day),Min. HR (day),Number of samples (day),Avg. night HR,Max. HR (night),Min. HR (night),Number of samples (night)
2021-08-01 ,70.0,87.0,75.88,32,72.83,76.0,70.0,12,77.7,87.0,70.0,20
2021-08-02 ,67.0,83.0,71.59,37,70.47,76.0,67.0,17,72.55,83.0,67.0,20
2021-08-03 ,63.0,76.0,72.03,33,71.33,76.0,63.0,18,72.87,76.0,63.0,15
2021-08-04 ,61.0,75.0,71.42,38,70.09,75.0,61.0,22,73.25,75.0,61.0,16
2021-08-05 ,56.0,76.0,72.06,33,71.72,76.0,56.0,18,72.47,76.0,56.0,15
2021-08-06 ,73.0,86.0,74.89,35,79.06,86.0,74.0,18,70.47,86.0,73.0,17
2021-08-07 ,68.0,84.0,76.78,40,74.67,84.0,70.0,21,79.11,84.0,68.0,19
2021-08-08 ,71.0,96.0,78.77,39,80.43,96.0,73.0,21,76.83,96.0,71.0,18
2021-08-09 ,71.0,101.0,77.97,34,78.24,89.0,73.0,17,77.71,101.0,71.0,17
2021-08-10 ,65.0,91.0,76.03,31,73.58,78.0,65.0,19,79.92,91.0,65.0,12
2021-08-11 ,40.0,88.0,78.3,30,76.79,88.0,40.0,14,79.62,88.0,40.0,16
2021-08-12 ,67.0,78.0,73.85,39,74.23,78.0,70.0,22,73.35,78.0,67.0,17
2021-08-13 ,67.0,77.0,72.09,33,71.75,77.0,68.0,16,72.41,77.0,67.0,17
2021-08-14 ,64.0,107.0,71.12,33,69.0,71.0,64.0,19,74.0,107.0,64.0,14
2021-08-15 ,65.0,83.0,75.24,29,75.19,83.0,67.0,16,75.31,83.0,65.0,13
2021-08-16 ,70.0,83.0,75.32,31,78.4,81.0,70.0,15,72.44,83.0,70.0,16
2021-08-17 ,59.0,83.0,79.54,37,78.9,83.0,59.0,21,80.38,83.0,59.0,16
2021-08-18 ,64.0,80.0,73.46,41,73.9,80.0,64.0,20,73.05,80.0,64.0,21
2021-08-19 ,60.0,77.0,72.35,40,71.74,77.0,62.0,19,72.9,77.0,60.0,21
2021-08-20 ,66.0,94.0,76.17,30,79.73,91.0,66.0,15,72.6,94.0,66.0,15
2021-08-21 ,64.0,81.0,82.16,37,82.81,81.0,64.0,16,81.67,81.0,64.0,21
2021-08-22 ,72.0,83.0,75.69,36,75.68,83.0,72.0,19,75.71,83.0,72.0,17
2021-08-23 ,68.0,94.0,79.22,36,77.67,84.0,68.0,18,80.78,94.0,68.0,18
2021-08-24 ,75.0,92.0,80.25,32,79.88,86.0,75.0,16,80.62,92.0,75.0,16
2021-08-25 ,70.0,108.0,78.43,35,76.45,85.0,70.0,20,81.07,108.0,70.0,15
2021-08-26 ,64.0,87.0,76.69,32,75.06,78.0,64.0,18,78.79,87.0,64.0,14
2021-08-27 ,64.0,102.0,76.62,37,73.42,102.0,64.0,19,80.0,102.0,64.0,18
2021-08-28 ,70.0,88.0,79.72,36,77.26,88.0,73.0,19,82.47,88.0,70.0,17
2021-08-29 ,70.0,86.0,77.86,42,78.71,86.0,73.0,21,77.0,86.0,70.0,21
2021-08-30 ,75.0,98.0,83.32,34,82.86,87.0,75.0,21,84.08,98.0,75.0,13
2021-08-31 ,69.0,82.0,79.39,38,79.11,82.0,69.0,19,79.68,82.0,69.0,19
2021-09-01 ,67.0,79.0,78.18,38,75.39,79.0,67.0,18,80.7,79.0,67.0,20
2021-09-02 ,64.0,104.0,74.22,32,75.44,104.0,64.0,18,72.64,104.0,64.0,14
2021-09-03 ,64.0,109.0,72.39,41,74.95,109.0,68.0,20,69.95,109.0,64.0,21
2021-09-04 ,69.0,81.0,73.9,39,74.05,81.0,70.0,21,73.72,81.0,69.0,18
2021-09-05 ,46.0,87.0,74.92,36,74.0,81.0,46.0,17,75.74,87.0,46.0,19
2021-09-06 ,89.0,100.0,86.1,31,96.38,99.0,89.0,13,78.67,100.0,89.0,18
2021-09-07 ,77.0,89.0,84.88,32,84.43,87.0,77.0,14,85.22,89.0,77.0,18
2021-09-08 ,72.0,104.0,78.94,36,79.3,84.0,72.0,20,78.5,104.0,72.0,16
2021-09-09 ,69.0,83.0,76.8,35,73.95,78.0,69.0,19,80.19,83.0,69.0,16
2021-09-10 ,68.0,94.0,75.22,27,70.55,78.0,68.0,11,78.44,94.0,68.0,16
2021-09-11 ,69.0,85.0,78.24,34,79.47,85.0,70.0,17,77.0,85.0,69.0,17
2021-09-12 ,69.0,105.0,81.69,13,79.0,105.0,69.0,4,82.89,105.0,69.0,9
2021-09-24 ,68.0,75.0,71.0,3, , , , ,71.0,75.0,68.0,3
2021-09-25 ,60.0,95.0,77.78,9, , , , ,77.78,95.0,60.0,9
2021-09-27 ,74.0,98.0,83.56,9,78.6,98.0,74.0,5,89.75,98.0,82.0,4
2021-10-10 ,64.0,73.0,75.38,16,74.6,73.0,64.0,10,76.67,84.0,68.0,6
2021-10-11 ,77.0,79.0,78.0,2, , , , ,78.0,79.0,77.0,2
2021-10-12 ,69.0,105.0,77.88,16,81.38,105.0,69.0,8,74.38,84.0,69.0,8
2021-10-13 ,67.0,78.0,76.17,23,76.23,78.0,68.0,13,76.1,78.0,67.0,10
2021-10-14 ,67.0,108.0,82.25,12,83.29,108.0,67.0,7,80.8,95.0,67.0,5
2021-10-15 ,61.0,94.0,73.69,16,68.25,94.0,61.0,8,79.12,94.0,72.0,8
2021-10-17 ,79.0,107.0,90.75,8,84.0,107.0,79.0,1,91.71,107.0,79.0,7
2021-10-18 ,68.0,131.0,90.2,5, , , , ,90.2,131.0,68.0,5
2021-10-19 ,71.0,146.0,108.5,2, , , , ,108.5,146.0,71.0,2
2021-10-20 ,69.0,106.0,79.62,32,77.52,77.0,69.0,21,83.64,106.0,69.0,11
2021-10-21 ,76.0,76.0,79.11,18,80.0,106.0,69.0,8,78.4,76.0,76.0,10
2021-10-22 ,70.0,135.0,76.9,31,73.11,76.0,70.0,18,82.15,135.0,70.0,13
2021-10-23 ,70.0,88.0,81.76,38,80.63,88.0,71.0,19,82.89,88.0,70.0,19
2021-10-24 ,67.0,88.0,71.5,6, , , , ,71.5,88.0,67.0,6
2021-10-25 ,76.0,97.0,86.5,2, , , , ,86.5,97.0,76.0,2
2021-10-26 ,66.0,83.0,77.62,40,74.91,83.0,66.0,22,80.94,83.0,66.0,18
2021-10-27 ,66.0,83.0,75.0,3, , , , ,75.0,83.0,66.0,3
2021-10-28 ,76.0,129.0,90.64,14,85.0,129.0,76.0,3,92.18,129.0,76.0,11
2021-10-30 ,53.0,100.0,76.77,13,81.0,100.0,53.0,6,73.14,100.0,53.0,7
2021-11-01 ,66.0,73.0,69.5,2, , , , ,69.5,73.0,66.0,2
2021-11-02 ,70.0,77.0,80.78,23,87.6,77.0,76.0,10,75.54,77.0,70.0,13
2021-11-03 ,69.0,103.0,79.81,21,75.5,103.0,69.0,10,83.73,103.0,70.0,11
2021-11-04 ,64.0,74.0,69.25,4, , , , ,69.25,74.0,64.0,4
2021-11-05 ,67.0,72.0,72.82,22,73.2,86.0,64.0,10,72.5,72.0,67.0,12
2021-11-06 ,67.0,126.0,83.94,18,79.38,126.0,67.0,8,87.6,126.0,67.0,10
2021-11-08 ,73.0,89.0,76.0,5, , , , ,76.0,89.0,73.0,5
2021-11-09 ,73.0,101.0,83.5,14,78.0,101.0,73.0,2,84.42,101.0,73.0,12
